Id Place,RC number,Store,Article,Version,Description,Aisle,Rack,Level,Stack,Quantity,Quantity Not Available,Quantity Available,Batch/Series,Expiry,Value(EUR),
2118422,232709,NBO,SINSSYAI005,NBO,"SYRINGE, AUTO-DISABLE with needle, s.u., imm, 0.5 ml",D,03,04,A,38400,0,38400,ADMD812507,30-12-2029,1219.0848,
2129839,237488,NBO,DORAASAQ2T1,NBO,"AS 50 mg / AQ eq. 135mg base, blister of 3 tab, 9-17 kg",D,04,01,A,21600,0,21600,IPCLCYY2525004,30-04-2027,3167.0784,
2167713,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,04,03,A,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2153565,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,04,04,B,18000,0,18000,UNKE5815351A,30-11-2028,1223.208,
2153566,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,05,03,B,18000,0,18000,UNKE5815351A,30-11-2028,1223.208,
2167716,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,05,04,A,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2134295,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,05,04,B,288000,0,288000,MILIPMMH0662,31-05-2030,1755.36,
2134306,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,05,04,C,288000,0,288000,MILIPMMH0664,31-05-2030,1755.36,
2153567,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,06,02,A,18000,0,18000,UNKE5815352A,30-11-2028,1223.208,
2134286,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,06,02,C,288000,0,288000,MILIPMMH0661,31-05-2030,1755.36,
2134287,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,06,03,A,288000,0,288000,MILIPMMH0661,31-05-2030,1755.36,
2153568,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,06,03,C,18000,0,18000,UNKE5815352A,30-11-2028,1223.208,
2167714,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,06,04,A,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2153569,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,06,04,B,18000,0,18000,UNKE5815352A,30-11-2028,1223.208,
2153570,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,06,04,C,18000,0,18000,UNKE5815352A,30-11-2028,1223.208,
2167709,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,07,01,A,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2177840,239266,NBO,DINJARTS6V-,NBO,"ARTESUNATE 60mg, powder,vial +NaHCO3 5% 1ml +NaCl 0.9% 5ml",D,07,01,B,3200,0,3200,GUIPLA250826,15-07-2028,4157.1968,
2145800,239874,NBO,SINSIVCST16W1,NBO,"SAFETY IV CATHETER, tip,16G x 45 mm, wings, IP, grey",D,07,01,C,10000,0,10000,POLM3330625K,31-08-2030,2178.79,
2167657,,NBO,SSDTMALP25T3,NBO,"MALARIA HRP-2/pan pLDH TEST,wb,1t.(STAND.Q P.f/Pan 09MAL30D)",D,07,02,C,12000,0,12000,SDBS5106AV1D11,28-10-2027,3226.56,
2153571,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,07,03,A,18000,0,18000,UNKE5815353A,30-11-2028,1223.208,
2153572,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,07,03,C,18000,0,18000,UNKE5815353A,30-11-2028,1223.208,
2153573,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,07,04,A,18000,0,18000,UNKE5815353A,30-11-2028,1223.208,
2153574,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,07,04,B,18000,0,18000,UNKE5815353A,30-11-2028,1223.208,
2167662,,NBO,SSDTMALP25T3,NBO,"MALARIA HRP-2/pan pLDH TEST,wb,1t.(STAND.Q P.f/Pan 09MAL30D)",D,08,01,A,12000,0,12000,SDBS5106AV2D11,28-10-2027,3226.56,
2167663,,NBO,SSDTMALP25T3,NBO,"MALARIA HRP-2/pan pLDH TEST,wb,1t.(STAND.Q P.f/Pan 09MAL30D)",D,08,01,B,12000,0,12000,SDBS5106AV2D11,28-10-2027,3226.56,
2175988,244748,NBO,SINSSYDL01-,NBO,"SYRINGE, s.u., Luer, 1 ml, graduated 1/100",D,08,01,C,25200,0,25200,JMMT20260220,19-02-2031,690.5556,
2153575,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,08,02,A,18000,0,18000,UNKE5815354A,30-11-2028,1223.208,
2136451,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,08,02,C,86400,0,86400,MILIATFHV0395,31-05-2028,1292.112,
2153577,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,08,03,B,18000,0,18000,UNKE5815354A,30-11-2028,1223.208,
2153578,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,08,04,A,18000,0,18000,UNKE5815354A,30-11-2028,1223.208,
2153579,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,08,04,C,18000,0,18000,UNKE5815355A,30-11-2028,1223.208,
2134331,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,09,01,B,400,0,400,MILIATFHV0395,31-05-2028,5.982,
2134334,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,09,01,B,86000,0,86000,MILIATFHV0395,31-05-2028,1286.13,
2153564,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,09,01,C,18000,0,18000,UNKE5815351A,30-11-2028,1223.208,
2136448,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,09,02,A,86400,0,86400,MILIATFHV0395,31-05-2028,1292.112,
2153580,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,09,02,C,18000,0,18000,UNKE5815355A,30-11-2028,1223.208,
2153581,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,09,03,A,18000,0,18000,UNKE5815355A,30-11-2028,1223.208,
2167715,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,09,04,B,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2167717,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,09,04,C,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2135375,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,10,01,A,288000,0,288000,MILIPMMH0663,31-05-2030,1755.36,
2134301,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,10,02,A,288000,0,288000,MILIPMMH0663,31-05-2030,1755.36,
2136449,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,10,02,B,86400,0,86400,MILIATFHV0395,31-05-2028,1292.112,
2146112,,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,10,03,A,288000,0,288000,MILIPMMH0660,31-05-2030,1794.24,
2134302,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,10,03,B,288000,0,288000,MILIPMMH0663,31-05-2030,1755.36,
2134307,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,10,03,C,216000,0,216000,MILIPMMH0664,31-05-2030,1316.52,
2153582,241080,NBO,DORAORSA2S-,NBO,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l",D,10,04,B,4000,0,4000,UNKE5815355A,30-11-2028,271.824,
2118343,232709,NBO,SINSSYAI005,NBO,"SYRINGE, AUTO-DISABLE with needle, s.u., imm, 0.5 ml",D,10,04,C,38400,0,38400,ADMD812507,30-12-2029,1219.0848,
2179075,238625,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,11,01,A,76800,0,76800,MILIATFHV0394,30-05-2028,1198.464,
2179076,238625,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,11,01,B,86400,0,86400,MILIATFHV0394,30-05-2028,1348.272,
2129835,237488,NBO,DORAASAQ2T1,NBO,"AS 50 mg / AQ eq. 135mg base, blister of 3 tab, 9-17 kg",D,11,01,C,1800,0,1800,IPCLCYY2525004,30-04-2027,263.9232,
2167718,243575,NBO,DEXTCLOT5T-,NBO,"CLOTRIMAZOLE, 500mg, vaginal tab./pessary + applicator",D,11,04,A,2880,0,2880,UNKE5815668A,30-01-2029,1298.88,
2129851,237488,NBO,DORAASAQ3T1,NBO,"AS 100mg / AQ eq. 270mg base, blister of 3 tab, 18-35 kg",D,12,01,B,5400,0,5400,IPCLCYZ4925011,30-04-2027,1201.6998,
2167658,,NBO,SSDTMALP25T3,NBO,"MALARIA HRP-2/pan pLDH TEST,wb,1t.(STAND.Q P.f/Pan 09MAL30D)",D,12,01,C,12000,0,12000,SDBS5106AV1D11,28-10-2027,3226.56,
2180448,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",D,12,04,A,9600,0,9600,KANA2603380C175,28-02-2031,2112.192,
2139818,239124,NBO,SMSUGLOS70-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7",D,15,01,A,6800,0,6800,KANA2509152C170,30-08-2030,1394,
2176342,244070,NBO,SMSUGLEN1M-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, M",D,15,01,B,14200,0,14200,MDLNZIM26W03,28-12-2030,269.8,
2164300,237338,NBO,SMSUGLOE1M-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",D,15,01,C,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2180452,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",D,15,03,A,9600,0,9600,KANA2603380C175,28-02-2031,2112.192,
2180447,245572,NBO,SMSUGLOS75-,NBO,"GLOVES, SURGICAL, latex, s.u., sterile, pair, 7.5",D,15,03,C,9600,0,9600,KANA2603380C175,28-02-2031,2112.192,
2162843,239266,NBO,DINJARTS6V-,NBO,"ARTESUNATE 60mg, powder,vial +NaHCO3 5% 1ml +NaCl 0.9% 5ml",D,16,01,A,200,0,200,GUIPLA250826,15-07-2028,259.8248,
2162844,239266,NBO,DINJARTS6V-,NBO,"ARTESUNATE 60mg, powder,vial +NaHCO3 5% 1ml +NaCl 0.9% 5ml",D,16,01,C,3200,0,3200,GUIPLA250826,15-07-2028,4157.1968,
2134325,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",D,17,01,A,57600,0,57600,MILIATFHV0395,31-05-2028,861.408,
2173941,237338,NBO,SMSUGLOE1M-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",D,17,01,B,54000,0,54000,MDLNKSS25W27,28-06-2028,1836,
2134296,237926,NBO,DORAPARA5T-,NBO,"PARACETAMOL (acetaminophen), 500mg, tab.",D,17,01,C,288000,0,288000,MILIPMMH0662,31-05-2030,1755.36,
2167664,,NBO,SSDTMALP25T3,NBO,"MALARIA HRP-2/pan pLDH TEST,wb,1t.(STAND.Q P.f/Pan 09MAL30D)",D,18,01,A,3000,0,3000,SDBS5106AV2D11,28-10-2027,806.64,
2176493,244715,NBO,SINSIVCST18W1,NBO,"SAFETY IV CATHETER, tip,18G x 45 mm, wings, IP, green",D,18,01,B,25500,0,25500,POLM3061426B,31-01-2031,6138.1305,
2178843,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",DI,02,,,4032,0,4032,BIEF25L09E0T,30-11-2028,3476.313792,
2145795,239874,NBO,SINSSETI2--,NBO,"INFUSION SET 'Y', Luer-lock, air inlet, sterile, s.u.",DI,03,,,30000,0,30000,POLM6295725K,31-08-2030,3460.44,
2145735,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,04,,,6000,0,6000,POLM2515396K,31-08-2030,2729.904,
2145742,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,05,,,6000,0,6000,POLM2515397K,31-08-2030,2729.904,
2173835,244070,NBO,SMSUGLEN1M-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, M",DI,06,,,432000,0,432000,MDLNZIM26W03,28-12-2030,8208,
2176456,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,07,,,6000,0,6000,POLM2611026B,31-01-2031,3070.596,
2173836,244070,NBO,SMSUGLEN1M-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, M",DI,08,,,648000,0,648000,MDLNZIM26W03,28-12-2030,12312,
2134321,237926,NBO,DORAAMOX2TDB,NBO,"AMOXICILLIN, 250mg, disp. and break. tab.",DI,09,,,518400,0,518400,MILIATFHV0395,31-05-2028,7784.2944,
2145767,239874,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,10,,,6000,0,6000,POLM2515398K,31-08-2030,2729.904,
2173848,244070,NBO,SMSUGLEN1L-,NBO,"GLOVE, EXAMINATION, nitrile, s.u., non sterile, L",DI,11,,,432000,0,432000,MDLNZIM26W03,28-12-2030,8208,
2176461,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,12,,,6000,0,6000,POLM2611027B,31-01-2031,3070.596,
2129126,237338,NBO,SMSUGLOE1M-,NBO,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",DI,13,,,324000,0,324000,MDLNKSS25W27,28-06-2028,11016,
2176467,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,14,,,6000,0,6000,POLM2611028B,31-01-2031,3070.596,
2176474,244715,NBO,SINSSETP150,NBO,"SET, INFUSION, paediatric, precision, sterile, s.u.",DI,15,,,6000,0,6000,POLM2611029B,31-01-2031,3070.596,
2178844,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",DI,18,,,4032,0,4032,BIEF25L09E0T,30-11-2028,3476.313792,
2178848,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",DI,19,,,4032,0,4032,BIEF25L10E0U,30-11-2028,3476.313792,
2178849,245040,NBO,DINFRINL1FBF1,NBO,"RINGER lactate, 1l, flex. bag, PVC free",DI,21,,,4032,0,4032,BIEF25L10E0U,30-11-2028,3476.313792,
